actual_background,actual_background_cells,actual_background_fraction,actual_background_mean_energy,actual_boundary,actual_boundary_cells,actual_boundary_fraction,actual_boundary_mean_energy,actual_core,actual_core_cells,actual_core_fraction,actual_core_mean_energy,actual_total,batch,level,localization_background,localization_background_cells,localization_background_fraction,localization_background_mean_energy,localization_boundary,localization_boundary_cells,localization_boundary_fraction,localization_boundary_mean_energy,localization_core,localization_core_cells,localization_core_fraction,localization_core_mean_energy,localization_total,pure_background,pure_background_cells,pure_background_fraction,pure_background_mean_energy,pure_boundary,pure_boundary_cells,pure_boundary_fraction,pure_boundary_mean_energy,pure_core,pure_core_cells,pure_core_fraction,pure_core_mean_energy,pure_total
0.0034804994911610265,1600,1.0,2.1753121819756415e-06,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0034804994911610265,19,1,0.02786939860379789,1600,1.0,1.7418374127373682e-05,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.02786939860379789,0.0018282376486240537,1600,1.0,1.1426485303900336e-06,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0018282376486240537
0.006001949586789124,4800,0.9296531687994134,1.2504061639144008e-06,0.00045416736975312233,1600,0.0703468312005866,2.8385460609570146e-07,0.0,0,0.0,0.0,0.006456116956542246,20,0,0.006355595774948597,4800,0.8375161776060758,1.324082453114291e-06,0.0012330287136137486,1600,0.16248382239392428,7.706429460085928e-07,0.0,0,0.0,0.0,0.0075886244885623455,0.0025805858458625153,4800,0.9417741977403836,5.376220512213573e-07,0.0001595463982084766,1600,0.05822580225961643,9.971649888029787e-08,0.0,0,0.0,0.0,0.002740132244070992
0.0024722476373426616,1200,0.696030130432281,2.060206364452218e-06,0.0010796785354614258,400,0.303969869567719,2.6991963386535642e-06,0.0,0,0.0,0.0,0.0035519261728040874,20,1,0.03923172829672694,1200,0.7865600018313654,3.269310691393912e-05,0.010645875707268715,400,0.2134399981686346,2.6614689268171788e-05,0.0,0,0.0,0.0,0.04987760400399566,0.00105195096693933,1200,0.750128121364127,8.766258057827751e-07,0.00035041075898334384,400,0.24987187863587304,8.760268974583596e-07,0.0,0,0.0,0.0,0.001402361725922674
0.005276379262795672,6400,1.0,8.244342598118238e-07,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.005276379262795672,21,0,0.003597575894673355,6400,1.0,5.621212335427117e-07,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.003597575894673355,0.0021852213467354886,6400,1.0,3.414408354274201e-07,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0021852213467354886
0.005879302800167352,1600,1.0,3.674564250104595e-06,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.005879302800167352,21,1,0.028434517167625017,1600,1.0,1.7771573229765636e-05,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.028434517167625017,0.002898591264965944,1600,1.0,1.811619540603715e-06,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.002898591264965944
0.015574970107991248,6400,1.0,2.4335890793736328e-06,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.015574970107991248,22,0,0.0028120233328081667,6400,1.0,4.3937864575127605e-07,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0028120233328081667,0.007031807646853849,6400,1.0,1.098719944820914e-06,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.007031807646853849
0.021023782981501427,1600,1.0,1.3139864363438391e-05,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.021023782981501427,22,1,0.01216873712837696,1600,1.0,7.605460705235601e-06,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.01216873712837696,0.009879886333692411,1600,1.0,6.174928958557757e-06,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.009879886333692411
0.005582619793131016,6400,1.0,8.722843426767213e-07,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.005582619793131016,23,0,0.006614358351271221,6400,1.0,1.0334934923861283e-06,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.006614358351271221,0.002583960347692482,6400,1.0,4.0374380432695035e-07,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.002583960347692482
0.004062871230416931,1600,1.0,2.539294519010582e-06,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.004062871230416931,23,1,0.023155998247602838,1600,1.0,1.4472498904751773e-05,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.023155998247602838,0.0024027607360039838,1600,1.0,1.5017254600024898e-06,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0024027607360039838
0.005926195881329477,4800,0.947643780985621,1.234624141943641e-06,0.0003274154441896826,1600,0.052356219014379084,2.0463465261855162e-07,0.0,0,0.0,0.0,0.0062536113255191594,24,0,0.004191286279819906,4800,0.8798748966687786,8.73184641629147e-07,0.0005722162313759327,1600,0.1201251033312214,3.5763514460995793e-07,0.0,0,0.0,0.0,0.0047635025111958385,0.0027492623776197433,4800,0.9622458170879414,5.727629953374466e-07,0.00010786864731926471,1600,0.03775418291205858,6.741790457454045e-08,0.0,0,0.0,0.0,0.002857131024939008
0.004046965361339971,1200,0.7785036643024106,3.372471134449976e-06,0.0011514242505654693,400,0.22149633569758945,2.878560626413673e-06,0.0,0,0.0,0.0,0.005198389611905441,24,1,0.04374399734660983,1200,0.845779014854716,3.645333112217486e-05,0.007976365275681019,400,0.15422098514528398,1.994091318920255e-05,0.0,0,0.0,0.0,0.05172036262229085,0.001903989934362471,1200,0.8501130502313736,1.5866582786353925e-06,0.0003357003442943096,400,0.14988694976862635,8.39250860735774e-07,0.0,0,0.0,0.0,0.0022396902786567807
0.014676698949187994,4800,0.9603392811905055,3.0576456144141655e-06,0.000606127898208797,1600,0.03966071880949447,3.788299363804981e-07,0.0,0,0.0,0.0,0.015282826847396791,25,0,0.006282190617639571,4800,0.6293463213366922,1.308789712008244e-06,0.003699897788465023,1600,0.37065367866330784,2.3124361177906393e-06,0.0,0,0.0,0.0,0.009982088406104594,0.009385093464516103,4800,0.9750215722101709,1.9552278051075214e-06,0.00024043045414146036,1600,0.024978427789829057,1.5026903383841271e-07,0.0,0,0.0,0.0,0.009625523918657564
0.008688727160915732,1200,0.7062300373451565,7.240605967429777e-06,0.003614243119955063,400,0.2937699626548435,9.035607799887657e-06,0.0,0,0.0,0.0,0.012302970280870795,25,1,0.06709711618168512,1200,0.5773960300057398,5.59142634847376e-05,0.049109287559986115,400,0.42260396999426014,0.00012277321889996528,0.0,0,0.0,0.0,0.11620640374167124,0.005247724358923733,1200,0.7997390207421401,4.373103632436444e-06,0.0013140717055648565,400,0.20026097925785996,3.285179263912141e-06,0.0,0,0.0,0.0,0.00656179606448859
0.005942057468928397,4800,0.9477038884712176,1.2379286393600827e-06,0.00032789408578537405,1600,0.05229611152878241,2.0493380361585878e-07,0.0,0,0.0,0.0,0.006269951554713771,26,0,0.004131008172407746,4800,0.8847917757485286,8.606267025849471e-07,0.0005378961795940995,1600,0.11520822425147142,3.361851122463122e-07,0.0,0,0.0,0.0,0.004668904352001846,0.002274759754072875,4800,0.9348433943567455,4.739082820985156e-07,0.00015854593948461115,1600,0.06515660564325457,9.909121217788197e-08,0.0,0,0.0,0.0,0.002433305693557486
0.005699111978174187,1200,0.6837841311477594,4.749259981811823e-06,0.002635553479194641,400,0.31621586885224057,6.588883697986603e-06,0.0,0,0.0,0.0,0.008334665457368828,26,1,0.057608850416727364,1200,0.8994963133359615,4.8007375347272804e-05,0.006436826661229134,400,0.10050368666403851,1.6092066653072833e-05,0.0,0,0.0,0.0,0.0640456770779565,0.0029957534752611537,1200,0.6803794215303042,2.4964612293842946e-06,0.0014073095517233014,400,0.3196205784696958,3.5182738793082536e-06,0.0,0,0.0,0.0,0.004403063026984455
